X_deg,Y_deg,GridCellArea,AUTO,Pop,CurrentHVLineDist,PlannedHVLineDist,TransformerDist,CurrentMVLineDist,PlannedMVLineDist,ResidentialDemandTierCustom,IsUrban,PerCapitaDemand,Productive_demand,Productive_nodes,AgriDemand,Conflict,CommercialDemand,NumPeoplePerHH,TotalEnergyPerCell,MG_Hydro2030,MG_PV2030,MG_Wind2030,MG_Diesel2030,SA_Diesel2030,SA_PV2030,Minimum_Tech_Off_grid2030,Minimum_LCOE_Off_grid2030
34.32651,-13.01613,2.45262,10432,4988.63802,2.86237,2.86237,2.67414,2.74923,2.74923,286.1284722,0,43.8,0,0,0,0,0,5.5,359420.1115,99,0.248981655,0.386452344,0.641489675,0.795386412,0.367645963,MG_PV2030,0.248981655
34.97603,-16.31748,2.4516,14459,772.0354,8.23085,8.23085,9.85216,8.85802,8.85802,9.8,0,43.8,0,0,0,0,0,5.5,55623.40832,99,0.401609316,99,0.800283167,0.752649429,0.378230779,SA_PV2030,0.378230779
33.73072,-13.58859,2.44241,15866,1830.29838,11.35952,11.35952,2.39977,0.71248,0.71248,160.0138889,0,43.8,0,0,0,0,0,5.5,131868.8678,99,0.337108802,99,0.727514772,0.714940326,0.380972907,MG_PV2030,0.337108802
35.59993,-16.02684,2.4417,10475,3380.38697,5.39033,5.39033,3.68777,3.69021,3.69021,277.3194444,0,43.8,0,0,0,0,0,5.5,243549.2527,99,0.289169959,99,0.647616069,0.727510027,0.441587084,MG_PV2030,0.289169959
34.08887,-12.49941,2.43768,15977,2186.74617,0.24091,0.24091,1.81384,1.81384,1.81384,91.44444444,0,43.8,0,0,0,0,0,5.5,157550.1267,99,0.325197228,99,0.718996902,0.782816711,0.377506199,MG_PV2030,0.325197228
33.47934,-13.03917,2.43248,1384,17891.31961,0.06996,0.06996,0.11811,0.0733,0.0733,546.4900794,0,43.8,0,0,0,0,0,5.5,1289029.203,99,0.236162144,99,0.619714179,0.749297844,0.380421305,MG_PV2030,0.236162144
34.64523,-16.25118,2.4316,16123,2399.57644,23.48233,23.48233,5.62422,5.62512,5.62512,58.875,0,43.8,0,0,0,0,0,5.5,172884.0674,99,0.328430852,99,0.711835194,0.744269964,0.396894735,MG_PV2030,0.328430852
34.73925,-14.61839,2.42704,15283,2602.33,0.83178,0.83178,0.81132,0.17524,0.17524,218.875,0,43.8,0,0,0,0,0,5.5,187492.0038,99,0.271523947,99,0.655711708,0.756001517,0.386010257,MG_PV2030,0.271523947
35.35791,-15.30419,2.42186,16414,1631.46017,9.68931,9.68931,0.53839,0.56892,0.56892,88.0787037,0,43.8,0,0,0,0,0,5.5,117543.0235,99,0.364644975,99,0.733979155,0.697342745,0.429320776,MG_PV2030,0.364644975
33.56207,-14.11956,2.41716,13340,1516.02981,27.4307,19.43225,6.40373,3.4071,3.4071,115.9722222,0,43.8,0,0,0,0,0,5.5,109226.5266,99,0.349822342,99,0.740246153,0.727510027,0.384316404,MG_PV2030,0.349822342
35.41172,-15.96715,2.4166,9200,1769.62134,6.09889,6.09889,1.899,0.03316,0.03316,147.0416667,0,43.8,0,0,0,0,0,5.5,127497.224,99,0.341762993,99,0.728833643,0.709912446,0.388483462,MG_PV2030,0.341762993
34.1699,-12.62646,2.38981,1212,5650.03183,2.34772,2.34772,0.03925,0.05559,0.05559,260.1296296,0,43.8,0,0,0,0,0,5.5,407072.0429,99,0.247373574,0.394415463,0.637833305,0.780302771,0.370410218,MG_PV2030,0.247373574
33.93067,-14.24997,2.38938,13137,2486.18557,18.53716,18.53716,6.72707,6.73321,6.73321,95.34722222,0,43.8,0,0,0,0,0,5.5,179124.0597,99,0.322284153,99,0.708468627,0.735051848,0.389058709,MG_PV2030,0.322284153
34.80528,-15.98887,2.38388,9256,2708.06148,2.95131,2.95131,0.39979,0.2931,0.2931,102.5555556,0,43.8,0,0,0,0,0,5.5,195109.7183,99,0.317375428,99,0.702863071,0.714940326,0.387909913,MG_PV2030,0.317375428
35.19921,-16.6453,2.38361,14394,3981.40435,1.60667,1.60667,2.07885,1.39876,1.39876,122.6666667,0,43.8,0,0,0,0,0,5.5,286851.1986,99,0.259390508,99,0.644360618,0.759353605,0.382451695,MG_PV2030,0.259390508
34.42285,-14.3517,2.37928,15405,2797.88795,2.96663,2.96663,0.3825,0.40681,0.40681,118.7638889,0,43.8,0,0,0,0,0,5.5,201581.5128,99,0.273827448,99,0.652899151,0.750973636,0.396894735,MG_PV2030,0.273827448
35.40544,-15.39687,2.37401,15004,2120.67249,8.52348,8.52348,0.11433,0.04371,0.04371,170.9940476,0,43.8,0,0,0,0,0,5.5,152789.6672,99,0.285215312,99,0.658805147,0.6965051,0.405887201,MG_PV2030,0.285215312
35.30731,-14.87684,2.36413,12560,870.56715,10.04298,10.04298,9.3342,9.305,9.305,87.27222222,0,43.8,0,0,0,0,0,5.5,62722.39855,99,0.391662548,99,0.784944388,0.750135489,0.387719107,SA_PV2030,0.387719107
35.25921,-15.45735,2.35893,12079,1060.55319,0.8659,0.8659,0.23247,0.28315,0.28315,94.48611111,0,43.8,0,0,0,0,0,5.5,76410.46399,99,0.311139972,99,0.684872479,0.699856685,0.410537992,MG_PV2030,0.311139972
35.4018,-15.51167,2.35119,14925,2256.79454,15.04523,15.04523,4.86593,4.8705,4.8705,151.4166667,0,43.8,0,0,0,0,0,5.5,162596.9537,99,0.330510287,99,0.712610089,0.724158442,0.398298607,MG_PV2030,0.330510287
34.0257,-14.08962,2.34152,15576,2249.62905,1.26203,1.26203,1.61824,0.98115,0.98115,242.9444444,0,43.8,0,0,0,0,0,5.5,162080.6963,99,0.324008021,99,0.711870903,0.707398506,0.383381782,MG_PV2030,0.324008021
35.41325,-15.6485,2.34109,14817,2000.12245,25.45165,25.45165,2.2704,0.52897,0.52897,210.6892361,0,43.8,0,0,0,0,0,5.5,144104.3088,99,0.335198457,99,0.720692384,0.751811784,0.394313629,MG_PV2030,0.335198457
34.08482,-13.85941,2.3317,15684,1590.95361,14.50525,14.50525,10.32741,10.03988,10.03988,92.68148148,0,43.8,0,0,0,0,0,5.5,114624.6173,99,0.341732813,99,0.735731886,0.761867545,0.378230779,MG_PV2030,0.341732813
34.88236,-14.21293,2.32649,15469,1949.18971,1.9425,1.9425,0.27216,0.10732,0.10732,53.05555556,0,43.8,0,0,0,0,0,5.5,140434.7199,99,0.328651734,99,0.720530092,0.718292414,0.376604369,MG_PV2030,0.328651734
35.85828,-14.9777,2.32125,15160,5036.50361,64.05254,64.05254,7.44567,7.44567,7.44567,133.3333333,0,43.8,0,0,0,0,0,5.5,362868.7192,99,0.289048826,99,0.675513978,0.766895425,0.385255593,MG_PV2030,0.289048826
35.00725,-13.71248,2.3166,15794,2067.55223,42.2749,42.2749,4.11293,4.11558,4.11558,49.74074074,0,43.8,0,0,0,0,0,5.5,148962.4723,99,0.321885402,99,0.723000284,0.873318557,0.369195758,MG_PV2030,0.321885402
35.13786,-15.49224,2.31608,14941,672.65592,8.82595,8.82595,4.45609,4.45693,4.45693,63.33333333,0,43.8,0,0,0,0,0,5.5,48463.34105,99,0.422283205,99,0.808576931,0.750973636,0.40819935,SA_PV2030,0.40819935
35.34095,-15.99375,2.31596,14589,2056.90266,1.85357,1.85357,0.52284,0.49033,0.49033,235.2083333,0,43.8,0,0,0,0,0,5.5,148195.1948,99,0.280634614,99,0.65970708,0.714102681,0.394906285,MG_PV2030,0.280634614
35.24708,-15.01996,2.30616,6553,330.44339,3.08501,3.08501,1.58506,1.57181,1.57181,46.81944444,0,43.8,0,0,0,0,0,5.5,23807.70054,99,0.496309625,99,0.896786106,0.723320295,0.388866771,SA_PV2030,0.388866771
35.0407,-15.31065,2.30113,10462,633.43288,16.34302,16.34302,8.43375,8.45204,8.45204,68.50925926,0,43.8,0,0,0,0,0,5.5,45637.40953,99,0.41829572,99,0.814236322,0.749297844,0.386767882,SA_PV2030,0.386767882
34.77776,-15.98983,2.29589,11462,1574.27519,0.03227,0.03227,1.3814,0.03187,0.03187,57.10185185,0,43.8,0,0,0,0,0,5.5,113422.9748,99,0.34577174,99,0.733338808,0.711588741,0.388292091,MG_PV2030,0.34577174
34.42757,-14.30189,2.29141,4373,3894.54322,1.65852,1.65852,5.8863,5.85172,5.85172,99,0,43.8,0,0,0,0,0,5.5,280593.0502,99,0.264322277,99,0.643822848,0.756001517,0.394708535,MG_PV2030,0.264322277
34.4097,-14.39551,2.29132,12987,2009.90341,1.44323,1.44323,1.7907,1.29762,1.29762,152.7083333,0,43.8,0,0,0,0,0,5.5,144809.0049,99,0.334312929,99,0.71887688,0.746783904,0.395699269,MG_PV2030,0.334312929
35.78913,-15.64191,2.29102,8290,1626.66418,57.09817,57.09817,3.94009,3.72312,3.72312,47.76666667,0,43.8,0,0,0,0,0,5.5,117197.4833,99,0.339784609,99,0.733158364,0.76521913,0.37950551,MG_PV2030,0.339784609
34.15248,-12.64365,2.28671,15971,1202.12203,0.03735,0.03735,2.64864,1.00192,1.00192,272.3743386,0,43.8,0,0,0,0,0,5.5,86610.17943,99,0.356850224,99,0.75591682,0.787006947,0.372334882,MG_PV2030,0.356850224
35.29422,-13.97771,2.28143,15635,818.44888,42.62958,42.62958,14.90854,13.21302,13.21302,72.78518519,0,43.8,0,0,0,0,0,5.5,58967.39481,99,0.405389314,99,0.790110832,0.816336081,0.414205436,MG_PV2030,0.405389314
35.20206,-16.00074,2.27816,14576,4582.48388,1.72821,1.72821,2.06619,1.40333,1.40333,342.7899306,0,43.8,0,0,0,0,0,5.5,330157.6223,99,0.266738109,99,0.638266633,0.710750594,0.40819935,MG_PV2030,0.266738109
33.48456,-14.02664,2.2764,15617,9021.06227,23.39853,11.03889,0.23248,0.16279,0.16279,242.4814815,0,43.8,0,0,0,0,0,5.5,649947.1787,99,0.244493678,99,0.625895001,0.704884566,0.382637352,MG_PV2030,0.244493678
33.62823,-13.44752,2.27381,15933,2286.74919,7.61269,7.61269,0.14486,0.04955,0.04955,123.4652778,0,43.8,0,0,0,0,0,5.5,164755.1186,99,0.32191552,99,0.709799052,0.720806354,0.384129115,MG_PV2030,0.32191552
35.43975,-15.27576,2.25828,15062,1456.47556,18.6585,18.6585,2.4122,2.4017,2.4017,165.8055556,0,43.8,0,0,0,0,0,5.5,104935.7773,99,0.351632568,99,0.737470116,0.708236653,0.392741876,MG_PV2030,0.351632568
34.7469,-14.79168,2.25339,15229,1251.31083,5.02454,5.02454,6.80691,6.80754,6.80754,110.8842593,0,43.8,0,0,0,0,0,5.5,90154.12147,99,0.360845707,99,0.750655316,0.761867545,0.390601063,MG_PV2030,0.360845707
35.24492,-15.41426,2.25334,14985,1339.55134,5.06561,5.06561,0.4421,0.10143,0.10143,210.5,0,43.8,0,0,0,0,0,5.5,96511.65108,99,0.363471377,99,0.742978311,0.69901904,0.407566155,MG_PV2030,0.363471377
34.71956,-14.34511,2.24351,15406,1010.48397,1.62507,1.62507,14.72786,14.65549,14.65549,81.59722222,0,43.8,0,0,0,0,0,5.5,72803.08968,99,0.370545208,99,0.76621771,0.730862115,0.377144949,MG_PV2030,0.370545208
35.0491,-15.67685,2.24317,14811,892.56928,3.65328,3.65328,1.61306,1.48281,1.48281,104.1527778,0,43.8,0,0,0,0,0,5.5,64307.60236,99,0.391969886,99,0.775603773,0.695666953,0.403601098,MG_PV2030,0.391969886
35.14727,-15.56471,2.23815,14866,2856.72336,3.01835,3.01835,0.59717,0.58867,0.58867,218.468254,0,43.8,0,0,0,0,0,5.5,205820.4713,99,0.276582443,99,0.649006316,0.709912446,0.407988066,MG_PV2030,0.276582443
33.7439,-13.75088,2.23365,2571,1708.50631,0.32932,0.32932,5.4164,5.35493,5.35493,115.9722222,0,43.8,0,0,0,0,0,5.5,123094.024,99,0.336434392,99,0.725937284,0.709074801,0.382266219,MG_PV2030,0.336434392
35.1687,-14.84473,2.21831,6031,4608.62081,4.809,4.809,0.34189,0.19657,0.19657,126.9166667,0,43.8,0,0,0,0,0,5.5,332040.7291,99,0.256927012,99,0.637864353,0.717454267,0.386957754,MG_PV2030,0.256927012
35.05224,-15.49431,2.21818,14939,776.04562,15.98707,15.98707,4.31184,3.42543,3.42543,102.2222222,0,43.8,0,0,0,0,0,5.5,55912.33562,99,0.400283216,99,0.788329253,0.714102681,0.397294831,SA_PV2030,0.397294831
35.03518,-14.25712,2.21076,13124,2231.88176,0.53662,0.53662,3.38675,3.23498,3.23498,99.42222222,0,43.8,0,0,0,0,0,5.5,160802.0441,99,0.314585952,99,0.710198166,0.735889995,0.367645963,MG_PV2030,0.314585952
34.4178,-13.73725,2.20581,10438,2337.92657,0.27377,0.27377,2.44215,2.51018,2.51018,204.0555556,0,43.8,0,0,0,0,0,5.5,168442.3334,99,0.310974187,99,0.707548159,0.737565788,0.365091683,MG_PV2030,0.310974187
35.53534,-16.04284,2.19018,14550,3263.78733,0.21641,0.21641,0.0408,0.11933,0.11933,260.5625,0,43.8,0,0,0,0,0,5.5,235148.5117,99,0.273492466,99,0.645436091,0.719130562,0.409259057,MG_PV2030,0.273492466
33.94824,-14.115,2.18075,13335,3535.34115,3.60583,3.60583,0.14758,0.15931,0.15931,230.7579365,0,43.8,0,0,0,0,0,5.5,254713.3516,99,0.261654123,99,0.642969416,0.708236653,0.386199385,MG_PV2030,0.261654123
35.18017,-15.70545,2.17522,14782,4534.72225,2.5944,2.5944,0.16359,0.03034,0.03034,137.1435185,0,43.8,0,0,0,0,0,5.5,326716.5046,99,0.268364405,99,0.637279327,0.704884566,0.413553486,MG_PV2030,0.268364405
34.61445,-14.60569,2.17061,12820,3744.05094,5.1402,5.1402,7.37893,7.38177,7.38177,216.7688492,0,43.8,0,0,0,0,0,5.5,269750.421,99,0.305008654,99,0.684789227,0.764381485,0.402159665,MG_PV2030,0.305008654
35.58323,-14.46936,2.17056,16614,2316.58284,4.45313,4.45313,0.36471,0.1065,0.1065,114.5555556,0,43.8,0,0,0,0,0,5.5,166904.5658,99,0.328993069,99,0.706755144,0.727510027,0.407566155,MG_PV2030,0.328993069
35.35716,-15.21213,2.17034,7002,6537.70423,7.36192,7.36192,0.08487,0.03812,0.03812,260.7777778,0,43.8,0,0,0,0,0,5.5,471026.8361,99,0.258895829,99,0.630141899,0.700694833,0.406515185,MG_PV2030,0.258895829
33.73772,-13.45468,2.16584,1769,2951.34738,18.26588,18.26588,0.80429,0.7228,0.7228,98.56944444,0,43.8,0,0,0,0,0,5.5,212637.9184,99,0.305348524,99,0.693865651,0.721644502,0.379871298,MG_PV2030,0.305348524
35.52625,-15.78335,2.16523,8749,3110.0498,32.40169,32.40169,2.07403,1.98467,1.98467,65.33333333,0,43.8,0,0,0,0,0,5.5,224072.0696,99,0.267018499,99,0.647099232,0.737565788,0.392350893,MG_PV2030,0.267018499
33.92186,-13.49369,2.16083,15916,1813.34831,27.67222,27.67222,0.3764,0.18852,0.18852,180.8472222,0,43.8,0,0,0,0,0,5.5,130647.6535,99,0.275027136,99,0.662285771,0.732537908,0.378049374,MG_PV2030,0.275027136
33.85493,-13.45745,2.1608,15930,2917.93287,29.87955,29.87955,2.42447,0.09876,0.09876,334.4768519,0,43.8,0,0,0,0,0,5.5,210230.4784,99,0.261572845,99,0.648424312,0.731700263,0.37642452,MG_PV2030,0.261572845
33.96582,-13.956,2.16071,16813,1191.36148,1.11654,1.11654,6.05564,6.07199,6.07199,231.9861111,0,43.8,0,0,0,0,0,5.5,85834.90609,99,0.355525398,99,0.749143506,0.711588741,0.377144949,MG_PV2030,0.355525398
34.97685,-14.17369,2.16061,10662,7432.51269,2.28713,2.28713,0.54024,0.46454,0.46454,65.58333333,0,43.8,0,0,0,0,0,5.5,535495.7663,99,0.240562518,99,0.628612047,0.717454267,0.368850231,MG_PV2030,0.240562518
35.52706,-14.87333,2.16049,12569,7782.11448,33.75878,33.75878,0.13813,0.18054,0.18054,200.1574074,0,43.8,0,0,0,0,0,5.5,560683.7864,99,0.247062997,99,0.62996622,0.768571218,0.385443982,MG_PV2030,0.247062997
34.82623,-15.52618,2.16033,7843,1030.0219,0.50609,0.50609,0.14238,0.14132,0.14132,87.61111111,0,43.8,0,0,0,0,0,5.5,74210.75344,99,0.297741399,99,0.683213932,0.722482147,0.385067388,MG_PV2030,0.297741399
34.98758,-16.46403,2.16,10178,2175.02969,0.05,0.05,6.71325,6.49146,6.49146,46.05555556,0,43.8,0,0,0,0,0,5.5,156705.9808,99,0.32266337,99,0.711028447,0.752649429,0.386010257,MG_PV2030,0.32266337
35.47051,-14.18167,2.15562,10442,1947.45211,20.93235,20.93235,2.64676,2.30511,2.30511,40.27777778,0,43.8,0,0,0,0,0,5.5,140309.5297,99,0.336991707,99,0.717546289,0.757677309,0.405678304,MG_PV2030,0.336991707
33.97533,-14.03807,2.14293,15610,4090.70464,5.37984,5.37984,2.51919,2.37452,2.37452,266.2400794,0,43.8,0,0,0,0,0,5.5,294726.0378,99,0.256552779,99,0.639932813,0.724158442,0.382266219,MG_PV2030,0.256552779
34.04102,-14.10072,2.12283,15575,1261.82311,0.49805,0.49805,2.56763,2.49694,2.49694,210.9305556,0,43.8,0,0,0,0,0,5.5,90911.50752,99,0.3526967,99,0.743945121,0.722482147,0.382637352,MG_PV2030,0.3526967
35.02314,-15.94686,2.12233,14631,4079.82429,7.10758,7.10758,0.80156,0.80156,0.80156,335.3333333,0,43.8,0,0,0,0,0,5.5,293942.1331,99,0.269198283,99,0.638788887,0.699856685,0.411824945,MG_PV2030,0.269198283
34.02693,-12.30284,2.11321,1034,3726.404,2.20269,2.20269,0.66945,0.55295,0.55295,265.1458333,0,43.8,0,0,0,0,0,5.5,268478.9988,99,0.261355857,0.516711353,0.643396201,0.766057278,0.389635662,MG_PV2030,0.261355857
35.79166,-15.92827,2.11234,10935,2118.08343,28.63024,28.63024,2.69235,2.57459,2.57459,247.25,0,43.8,0,0,0,0,0,5.5,152603.1312,99,0.331120365,99,0.711472951,0.757677309,0.4050529,MG_PV2030,0.331120365
34.20604,-10.7955,2.10856,481,1488.2093,17.89499,17.89499,2.18628,2.19181,2.19181,221.6041667,0,43.8,0,0,0,0,0,5.5,107222.1216,99,0.344454451,0.501755766,0.73445124,0.787006947,0.389443154,MG_PV2030,0.344454451
34.80035,-15.34947,2.10744,12199,2313.71818,8.23563,5.12605,4.31222,4.34655,4.34655,115.3111111,0,43.8,0,0,0,0,0,5.5,166698.1735,99,0.318491266,99,0.705450712,0.733376055,0.386578197,MG_PV2030,0.318491266
33.94709,-13.45607,2.10292,15931,1303.14437,30.66973,30.66973,1.5607,1.56206,1.56206,135.0833333,0,43.8,0,0,0,0,0,5.5,93888.61105,99,0.350702974,99,0.741592387,0.739242083,0.384503875,MG_PV2030,0.350702974
34.83108,-14.76293,2.09761,10457,1467.16581,0.03947,0.03947,2.07713,1.17364,1.17364,264,0,43.8,0,0,0,0,0,5.5,105705.9857,99,0.344686951,99,0.733591716,0.750973636,0.388675022,MG_PV2030,0.344686951
34.06543,-12.39868,2.08813,16995,2284.40191,1.84874,1.84874,0.9716,0.42723,0.42723,327.8888889,0,43.8,0,0,0,0,0,5.5,164586.0024,99,0.268812239,99,0.6555446,0.766057278,0.380972907,MG_PV2030,0.268812239
33.96669,-14.43704,2.0877,15348,1262.06384,28.34831,28.34831,3.42284,3.47309,3.47309,188.375,0,43.8,0,0,0,0,0,5.5,90928.85157,99,0.355924966,99,0.744178445,0.758515457,0.392741876,MG_PV2030,0.355924966
34.21745,-11.27239,2.07066,599,1652.54555,27.30565,27.30565,3.51392,3.35114,3.35114,38.31481482,0,43.8,0,0,0,0,0,5.5,119062.1776,99,0.338617445,0.574468105,0.724542479,0.741756023,0.393133638,MG_PV2030,0.338617445
33.80559,-14.12144,2.06997,13322,3578.22908,9.0416,9.0416,3.4421,3.42445,3.42445,201.9027778,0,43.8,0,0,0,0,0,5.5,257803.3302,99,0.259551793,99,0.641211116,0.701532981,0.384503875,MG_PV2030,0.259551793
35.31149,-15.89928,2.06454,16215,3390.25332,5.59679,5.59679,0.47202,0.47011,0.47011,215.875,0,43.8,0,0,0,0,0,5.5,244260.1009,99,0.265485386,99,0.642428668,0.702370625,0.395699269,MG_PV2030,0.265485386
34.36829,-14.15752,2.05992,15531,792.97234,9.94681,9.94681,10.04961,9.98853,9.98853,94.48611111,0,43.8,0,0,0,0,0,5.5,57131.86759,99,0.386562684,99,0.783264631,0.809632408,0.38469153,SA_PV2030,0.38469153
35.23983,-15.64347,2.05958,14832,1791.86367,10.30651,10.30651,1.47276,0.83936,0.83936,249.2678571,0,43.8,0,0,0,0,0,5.5,129099.7337,99,0.337212903,99,0.718485622,0.724996087,0.401340603,MG_PV2030,0.337212903
35.28751,-15.84806,2.05947,8913,3358.87969,5.85933,5.85933,1.58294,1.67369,1.67369,290.9781746,0,43.8,0,0,0,0,0,5.5,241999.7017,99,0.266757163,99,0.642793982,0.707398506,0.398298607,MG_PV2030,0.266757163
33.97159,-14.13064,2.04993,15551,3357.82408,4.63038,4.63038,0.66339,0.30566,0.30566,252.6111111,0,43.8,0,0,0,0,0,5.5,241923.6474,99,0.261430491,99,0.642795372,0.709912446,0.386199385,MG_PV2030,0.261430491
35.25693,-14.51206,2.0498,15311,3304.88371,3.51742,3.51742,0.23642,0.26704,0.26704,249.75,0,43.8,0,0,0,0,0,5.5,238109.4132,99,0.255170006,99,0.642482263,0.693153012,0.37093315,MG_PV2030,0.255170006
35.3165,-15.95386,2.04449,9174,3538.30127,3.33088,3.33088,1.62795,1.24646,1.24646,231.9861111,0,43.8,0,0,0,0,0,5.5,254926.6216,99,0.264283807,99,0.641698078,0.714102681,0.395500725,MG_PV2030,0.264283807
35.49126,-16.00831,2.04445,14572,7958.83391,3.13324,3.13324,0.2714,0.27171,0.27171,391.2534722,0,43.8,0,0,0,0,0,5.5,573416.0225,99,0.253185619,99,0.626608918,0.715778474,0.402159665,MG_PV2030,0.253185619
35.20591,-14.16062,2.03991,15517,5657.409,21.77463,21.77463,4.76308,2.01904,2.01904,144.8333333,0,43.8,0,0,0,0,0,5.5,407603.5514,99,0.243871369,99,0.633239409,0.740917876,0.36867771,MG_PV2030,0.243871369
34.89049,-16.54818,2.02927,14410,3001.39546,14.13793,14.13793,6.32995,5.99029,5.99029,86.04444444,0,43.8,0,0,0,0,0,5.5,216243.7696,99,0.309889184,99,0.691155719,0.750973636,0.39870154,MG_PV2030,0.309889184
35.125,-16.0227,2.01939,10474,343.58782,5.8153,5.8153,2.04957,2.07387,2.07387,149.4146825,0,43.8,0,0,0,0,0,5.5,24754.72706,99,0.48485926,99,0.871220531,0.702370625,0.415077906,SA_PV2030,0.415077906
34.72215,-15.13105,2.01689,12382,1703.54913,15.23355,15.23355,9.01918,9.0407,9.0407,71.28240741,0,43.8,0,0,0,0,0,5.5,122736.8704,99,0.339597863,99,0.723040334,0.792034827,0.402982078,MG_PV2030,0.339597863
34.73861,-12.07545,2.01255,15984,6349.96686,66.26687,66.26687,0.48213,0.57619,0.57619,64.55092593,0,43.8,0,0,0,0,0,5.5,457500.7823,99,0.241503995,0.478347481,0.639723928,0.954602791,0.367989236,MG_PV2030,0.241503995
33.67759,-13.44021,2.01227,13997,2303.1896,12.91228,12.91228,5.14603,4.68484,4.68484,114.1587302,0,43.8,0,0,0,0,0,5.5,165939.6131,99,0.314805898,99,0.703078673,0.730023967,0.382823188,MG_PV2030,0.314805898
34.29108,-13.60152,1.99718,10531,1735.99975,1.12836,1.12836,0.8028,0.80961,0.80961,159.4421296,0,43.8,0,0,0,0,0,5.5,125074.8644,99,0.324414358,99,0.719225494,0.741756023,0.371632694,MG_PV2030,0.324414358
33.99541,-13.9634,1.99715,3172,1689.02137,0.35091,0.35091,5.65937,5.682,5.682,87.89136905,0,43.8,0,0,0,0,0,5.5,121690.1781,99,0.328976945,99,0.719983752,0.719130562,0.378594113,MG_PV2030,0.328976945
33.891,-14.17979,1.9971,3948,3682.36835,12.12784,12.12784,7.72425,7.72175,7.72175,126.5297619,0,43.8,0,0,0,0,0,5.5,265306.3296,99,0.259609967,99,0.640211179,0.712426386,0.387719107,MG_PV2030,0.259609967
34.55276,-14.64734,1.997,15263,4376.06516,1.78996,1.78996,0.32713,0.11117,0.11117,53.39930556,0,43.8,0,0,0,0,0,5.5,315285.6193,99,0.258675898,99,0.640332131,0.804604528,0.393329812,MG_PV2030,0.258675898
34.95752,-15.96411,1.99666,14618,1439.50934,8.86113,8.86113,3.82356,3.60809,3.60809,119.625,0,43.8,0,0,0,0,0,5.5,103713.3994,99,0.350610484,99,0.730933106,0.735889995,0.406724945,MG_PV2030,0.350610484
35.48431,-15.79315,1.99173,11686,3290.33267,27.81684,27.81684,4.38318,4.38195,4.38195,73.77777778,0,43.8,0,0,0,0,0,5.5,237061.0436,99,0.263151537,99,0.643281765,0.726672382,0.390601063,MG_PV2030,0.263151537
35.42022,-15.7972,1.99163,14728,76.88221,21.3657,21.3657,7.70674,7.70674,7.70674,26,0,43.8,0,0,0,0,0,5.5,5539.18973,99,0.753921422,99,1.174987619,0.724158442,0.391376834,SA_PV2030,0.391376834
34.1694,-11.83398,1.98749,14194,4565.26766,0.61449,0.61449,0.07912,0.02449,0.02449,277.3194444,0,43.8,0,0,0,0,0,5.5,328917.2325,99,0.254315927,99,0.636105188,0.724158442,0.385255593,MG_PV2030,0.254315927
34.01581,-12.19568,1.98248,14160,2261.46018,1.89374,1.89374,0.50459,0.17458,0.17458,41.48148148,0,43.8,0,0,0,0,0,5.5,162933.1025,99,0.324316356,0.517880751,0.704113527,0.750973636,0.404429422,MG_PV2030,0.324316356
34.92827,-14.67947,1.98183,12747,2011.50102,14.11241,14.11241,5.46479,4.28632,4.28632,102.9027778,0,43.8,0,0,0,0,0,5.5,144924.1091,99,0.324152278,99,0.710169771,0.742593668,0.3904076,MG_PV2030,0.324152278
34.32005,-13.2012,1.97721,1481,3187.78671,1.68824,1.68824,0.63956,0.14518,0.14518,205.1209491,0,43.8,0,0,0,0,0,5.5,229672.8386,99,0.252790239,0.534107785,0.645460739,0.766057278,0.365430201,MG_PV2030,0.252790239
34.72324,-14.52854,1.96687,12876,1354.30139,4.87719,4.87719,5.18887,4.44192,4.44192,128.2083333,0,43.8,0,0,0,0,0,5.5,97574.35889,99,0.343384441,99,0.736373445,0.792872472,0.383381782,MG_PV2030,0.343384441
34.58579,-14.34801,1.96195,4557,2337.81049,5.57629,5.57629,2.4152,2.33535,2.33535,207.625,0,43.8,0,0,0,0,0,5.5,168433.9701,99,0.313906667,99,0.702297719,0.76270519,0.385255593,MG_PV2030,0.313906667
35.55987,-15.62842,1.96158,11874,2874.50927,36.58222,36.58222,3.66993,2.31283,2.31283,65.72222222,0,43.8,0,0,0,0,0,5.5,207101.906,99,0.307542644,99,0.691144781,0.740079728,0.392350893,MG_PV2030,0.307542644
34.8462,-15.97843,1.95888,14592,1401.34025,7.51257,7.51257,4.37417,3.92613,3.92613,52.92592593,0,43.8,0,0,0,0,0,5.5,100963.4026,99,0.344200648,99,0.731796379,0.744269964,0.390794717,MG_PV2030,0.344200648
34.58987,-14.60018,1.95685,12824,3208.2953,2.52352,2.52352,5.43975,4.94464,4.94464,130.9027778,0,43.8,0,0,0,0,0,5.5,231150.4362,99,0.308852771,99,0.68721849,0.769409365,0.406305641,MG_PV2030,0.308852771
34.2722,-14.13034,1.95193,16747,987.99328,5.49483,5.49483,3.15239,1.9824,1.9824,42.63492064,0,43.8,0,0,0,0,0,5.5,71182.68622,99,0.364633602,99,0.757304049,0.747621549,0.383942009,MG_PV2030,0.364633602
35.01502,-15.86386,1.94884,11612,5227.17573,0.85942,0.85942,0.86137,0.92981,0.92981,165.2743056,0,43.8,0,0,0,0,0,5.5,376606.2152,99,0.26535408,99,0.631996498,0.695666953,0.417054468,MG_PV2030,0.26535408
